Id,SalePrice
1658,159096.9105377123
1659,131458.26160878257
1660,143663.04321087402
1661,320332.45479078754
1662,297692.2997555402
1663,287416.9578383652
1664,334845.59673235274
1665,251917.75057980578
1666,267338.80025485076
1667,298722.7969022563
1668,259303.23383573547
1669,238858.1959827864
1670,266533.72740148654
1671,250502.25509652938
1672,327181.46721766016
1673,264620.376976221
1674,230324.28210813017
1675,190472.04070717568
1676,188302.01303720707
1677,204773.48176151482
1678,329901.59226415143
1679,303318.2941057404
1680,265555.8737538932
1681,214302.6420846963
1682,257061.33049602786
1683,189917.94584821022
1684,169169.28696279923
1685,171317.38057220468
1686,166089.56398081683
1687,153266.32585217452
1688,186353.2567551515
1689,188027.99491388776
1690,181897.08663267302
1691,167707.08628513623
1692,235957.30527905223
1693,155577.86440752028
1694,181663.32510107098
1695,155944.11797615263
1696,261770.46897460942
1697,156897.35735063162
1698,299266.5107208842
1699,276383.2319195195
1700,237055.54869891997
1701,254375.98757980758
1702,238812.48102914463
1703,234153.9276870322
1704,252533.8957029781
1705,212337.05398424753
1706,324810.52637329686
1707,207862.79107115214
1708,204203.35600085885
1709,227493.2834568053
1710,206845.42675296534
1711,226049.45786689542
1712,242189.3154691308
1713,238877.41643620536
1714,219549.52416311819
1715,196517.5684356516
1716,174804.0132821822
1717,164069.42702050594
1718,146852.6256516489
1719,202450.12243642227
1720,224572.03162094182
1721,166031.4971436178
1722,141386.46074989723
1723,159135.96272090616
1724,204680.4896105941
1725,230702.12404900015
1726,188714.48027584894
1727,176622.15991667064
1728,182692.89537959258
1729,161930.043699461
1730,158182.8482762031
1731,125184.42964427706
1732,125855.11692939876
1733,122609.9059586549
1734,136790.69902228593
1735,128545.5047185338
1736,118121.94733530475
1737,286363.2558806796
1738,212638.4686274428
1739,282580.9890689121
1740,209270.4483368667
1741,174578.3598003952
1742,172670.25622746852
1743,168885.25236428858
1744,254383.2946526148
1745,240171.88781971208
1746,233424.66910808728
1747,220658.3119066532
1748,244331.2417382224
1749,176200.16052271708
1750,163458.4528746455
1751,239614.97314160733
1752,118984.51639263157
1753,181046.45282489064
1754,231548.58940408865
1755,179497.5424008655
1756,123113.82296716492
1757,116701.3231966254
1758,163241.2257162079
1759,191039.5048613942
1760,173360.57218773753
1761,172550.4928035967
1762,201418.94916709882
1763,189040.53350079485
1764,121775.30625122314
1765,210024.9687161542
1766,192010.66347335154
1767,215259.74815772788
1768,151651.17187956
1769,180606.77717117453
1770,138616.1061251265
1771,152739.3088455894
1772,165961.46977915082
1773,154280.0836966342
1774,195507.5821091465
1775,139239.28298258292
1776,122704.74164809778
1777,112512.72347931525
1778,137188.52911997552
1779,106680.300397793
1780,179999.06491011145
1781,148531.08765529387
1782,101041.35161772677
1783,138516.1696432744
1784,103444.05422839239
1785,130567.50004003564
1786,214092.48221831524
1787,169957.9406711315
1788,74290.890889396
1789,104085.91487106947
1790,93259.96843341025
1791,227362.532460813
1792,175215.95130316835
1793,144474.8061212327
1794,136495.11347166504
1795,146168.15597057916
1796,108281.29973850248
1797,129325.7477920098
1798,132508.61476824374
1799,107854.66089478461
1800,127686.83816719412
1801,149050.16587890915
1802,164950.74662949945
1803,175006.51959356244
1804,137142.79743946646
1805,140107.92013476463
1806,135513.45706527456
1807,190499.12344261864
1808,122542.87053044283
1809,139220.72400806486
1810,160183.75330360822
1811,145727.70968156503
1812,140863.96725556065
1813,136468.1831269091
1814,107313.2874422423
1815,62788.68955309535
1816,98035.71786449393
1817,144117.42536039947
1818,175804.22941540586
1819,125187.78406738388
1820,90585.2279015746
1821,146361.4324345861
1822,161614.38712773836
1823,80448.27064680004
1824,153702.02320505166
1825,143797.86217579668
1826,109836.04878386694
1827,118361.13644805054
1828,160730.23027304525
1829,129438.56426819888
1830,178177.3278286463
1831,190539.17614855463
1832,173687.82309096106
1833,178527.45287930447
1834,137557.42224851588
1835,190877.55976349808
1836,164326.13290343396
1837,113778.09594032596
1838,148048.3242142811
1839,87331.13810984408
1840,170845.29853639513
1841,159523.4676179929
1842,107743.29795968544
1843,147054.8970580168
1844,124972.65385559913
1845,162231.23188713027
1846,157534.2732541156
1847,188298.95963194926
1848,66517.55020715948
1849,119749.68820207038
1850,137371.46500239742
1851,165820.12740396083
1852,135592.3401612452
1853,139546.88880238566
1854,165099.39898569783
1855,144623.5216084135
1856,221356.93625289045
1857,173914.86230404137
1858,163629.01520069217
1859,122586.580971913
1860,162386.96380427253
1861,121477.84184962286
1862,279199.9345264811
1863,275802.576041969
1864,275818.0872159133
1865,250847.41377422388
1866,258531.09292301862
1867,216943.31922231332
1868,263380.6241871764
1869,191419.57066038158
1870,205836.62691470855
1871,223606.30994682029
1872,168177.9196543735
1873,231320.28848287452
1874,139410.4644355568
1875,210549.1099424866
1876,202573.417843225
1877,209610.03980756932
1878,206786.16395783194
1879,132932.60750243402
1880,132192.40411621102
1881,230591.886023749
1882,244410.31133970912
1883,196290.17632511375
1884,214918.1718567193
1885,230740.3211221722
1886,264271.68462836015
1887,203245.70807683072
1888,242205.12279838513
1889,161064.39862093088
1890,144940.26590171954
1891,129543.56963839721
1892,113174.23992269317
1893,160498.3687761928
1894,180323.91144598668
1895,175506.69983253477
1896,135227.8231316969
1897,135555.06656621495
1898,119302.40315966416
1899,135736.46786741528
1900,142939.9630611931
1901,179954.62571582888
1902,159316.82787637506
1903,243814.76343782607
1904,144922.96595914196
1905,200993.47823800103
1906,175431.15622608035
1907,224096.18687040353
1908,108247.24323399932
1909,131151.4870630917
1910,122148.46322656733
1911,201892.99001083695
1912,277219.9863297951
1913,187764.6984126906
1914,79475.27814085607
1915,248735.54343774277
1916,81591.15113258507
1917,241790.846068327
1918,133014.64143654826
1919,159810.50255951087
1920,190671.76837149955
1921,296933.63114262046
1922,252423.88456613966
1923,220973.78647460087
1924,226430.07507048102
1925,221218.90031521788
1926,286618.4245375077
1927,142379.05191843494
1928,179891.08622891476
1929,118355.46082431149
1930,116525.87886492554
1931,129583.09478518374
1932,141410.06879323133
1933,180011.1179995968
1934,186823.55675820183
1935,171595.84521640066
1936,192829.42088532905
1937,189819.42242998732
1938,184037.7425636758
1939,238353.6944060883
1940,185333.85773619718
1941,185742.60800634293
1942,196195.52893230238
1943,192184.0099582045
1944,274314.0371510753
1945,278064.0652451633
1946,195192.67120116495
1947,253648.56223281706
1948,202986.0636116019
1949,240985.35597689604
1950,184223.89863818968
1951,273827.03585488285
1952,245289.59317385947
1953,171390.45734268543
1954,212258.65632618932
1955,140052.20370804425
1956,289305.742022416
1957,185688.72139548222
1958,274085.5178561531
1959,170594.20582396566
1960,120392.29073453067
1961,115685.76100639875
1962,100773.5685203196
1963,104009.37917375707
1964,124880.23658621057
1965,158918.50106525986
1966,150804.19164823956
1967,242133.80404051102
1968,321070.50010778964
1969,283636.77055368875
1970,320717.4122336019
1971,313319.83902194584
1972,283574.98089509865
1973,237168.09834558403
1974,270364.80803087656
1975,322243.9828648345
1976,240823.7247138158
1977,300078.91755517863
1978,304754.85511881486
1979,262274.572617194
1980,194533.54880257227
1981,264216.0086500086
1982,205975.24058682122
1983,197779.13921646035
1984,172401.64786620295
1985,204603.91706171265
1986,213656.0121724003
1987,171087.63235305346
1988,176332.59687662314
1989,191312.37326773207
1990,217133.38372400714
1991,205314.30952178556
1992,216918.13246230118
1993,166744.42522221318
1994,249983.04745956374
1995,184454.02351318073
1996,245836.88758445944
1997,269358.1838055274
1998,282809.9871279458
1999,244195.766430174
2000,274268.0115385837
2001,247902.30669433426
2002,228630.97464848513
2003,237854.65553841056
2004,230280.31987885357
2005,217221.85172290265
2006,203420.75750584083
2007,233462.18236346814
2008,191469.87096944771
2009,191006.43466103595
2010,192083.68191562587
2011,155219.91068412273
2012,170645.4295585448
2013,181773.48498825284
2014,194376.48071119707
2015,197129.01172611528
2016,192922.9570824282
2017,200786.347247129
2018,126015.74071660497
2019,127112.84773157704
2020,124297.27460523989
2021,116302.90294597032
2022,200440.8894412303
2023,175220.65258594544
2024,254225.93108181076
2025,308333.4457764189
2026,177221.31125667415
2027,140316.90688909584
2028,151325.9634478005
2029,170822.45833696978
2030,238539.6323479632
2031,202351.39432962544
2032,216222.13918646623
2033,228868.15983024644
2034,161177.492186745
2035,207035.25460503183
2036,186827.07972527744
2037,189303.1133699358
2038,251513.23548006633
2039,192337.04172113904
2040,301386.84194115666
2041,239146.00837413
2042,205656.58565403442
2043,189045.84696731297
2044,209925.24576644303
2045,227710.13931123138
2046,179515.6743001485
2047,162231.40437163855
2048,127991.96551633673
2049,186995.53110466854
2050,185564.62214947207
2051,91945.49763740308
2052,144394.77256080136
2053,150853.80838583648
2054,91009.31040132412
2055,181001.14470493043
2056,133259.2383069482
2057,134886.5309120318
2058,225695.60441753626
2059,147246.33476432005
2060,179854.18873081089
2061,198082.47189180832
2062,146964.2412798467
2063,112041.92665575341
2064,149885.90630661906
2065,130783.61816420201
2066,191662.94424240987
2067,138130.88555782312
2068,195098.14626969467
2069,81064.5748214528
2070,120972.35291192819
2071,92820.51592287328
2072,155851.7799683991
2073,137300.78209314146
2074,187913.81084286247
2075,148320.47703994432
2076,118441.27561188517
2077,163220.57146392876
2078,135401.68020671426
2079,141611.00453119454
2080,119875.73857406352
2081,137513.39866059303
2082,190255.12811271424
2083,164176.9898385796
2084,108407.87203890235
2085,140603.40455338394
2086,114765.2292530566
2087,134863.49142943317
2088,128224.17743150542
2089,89057.92831762138
2090,145768.05035781837
2091,154243.67938475608
2092,159755.30384963343
2093,171802.43993952853
2094,136105.03839436424
2095,163227.28552824902
2096,93985.63167244894
2097,111436.55924855165
2098,165518.9150854605
2099,66016.6733065777
2100,138545.32722749712
2101,152348.94999315368
2102,152485.34406270564
2103,102548.29250188223
2104,194691.2172024963
2105,143259.7404469719
2106,111303.11980900555
2107,259360.35284226303
2108,125370.37932816791
2109,123297.86671692056
2110,135773.68115047738
2111,168176.40258673875
2112,169344.32273688764
2113,128195.10020219126
2114,121788.05221901374
2115,173398.23893091737
2116,117822.10642874667
2117,158332.72404551235
2118,133284.20468965705
2119,119144.87681672807
2120,119630.46994845179
2121,122313.0937730382
2122,118220.43822280849
2123,78090.16041037635
2124,212123.343234967
2125,178000.1326416826
2126,177365.35274491194
2127,192517.3483537388
2128,151314.46438953278
2129,99578.98037998633
2130,160673.75393099032
2131,197557.23069259463
2132,135170.30761146464
2133,126333.8602912892
2134,128012.05086199171
2135,94397.30505703477
2136,118527.94317710995
2137,130703.07730888294
2138,142975.51702330002
2139,152521.54323719657
2140,137913.239197066
2141,125835.13253682753
2142,143037.42730071166
2143,148024.28578040347
2144,147986.3546814513
2145,134560.84332697088
2146,155845.41699513118
2147,184180.91346694846
2148,136068.6807285872
2149,129638.68782489876
2150,226068.7060140327
2151,130080.3080648564
2152,200252.1605184761
2153,187321.64991106273
2154,118294.8013341575
2155,132602.9937793446
2156,262877.7788083238
2157,234082.13618533296
2158,233318.94771857164
2159,209162.45146139292
2160,161393.53069035435
2161,230936.0250696217
2162,306360.51698900084
2163,263150.3639342443
2164,225254.6954464708
2165,191639.19705584025
2166,142824.0854423138
2167,206286.03815410042
2168,209842.72896549452
2169,193855.54431452643
2170,216292.6769549967
2171,149481.50435441296
2172,145681.71795006027
2173,171760.95546522294
2174,243102.97833371526
2175,256034.568744125
2176,266609.4749226519
2177,252520.50705658863
2178,208346.8262784018
2179,129042.47511352858
2180,230785.0873207975
2181,198799.37808699894
2182,220805.64216879592
2183,193110.05745324708
2184,146888.21515676012
2185,122853.93487035549
2186,151901.41602713717
2187,150530.4678929941
2188,156303.88309574075
2189,275572.3239607203
2190,91690.58314120381
2191,92838.65872475745
2192,105581.81628361363
2193,109609.83128900596
2194,96755.58882827307
2195,121070.89591083661
2196,114313.42874440023
2197,134607.26205583592
2198,172762.36565613287
2199,188897.25370206518
2200,138402.17270669766
2201,139309.7647707783
2202,186310.478645929
2203,175039.35840109317
2204,199810.0804323164
2205,140952.32497185993
2206,143830.26482327166
2207,206063.6434672448
2208,231531.89629680457
2209,240543.01718775908
2210,115743.30223938325
2211,117263.72918593408
2212,116941.31557873849
2213,121271.88386066684
2214,160626.72369514656
2215,100390.59659834365
2216,191801.3797356662
2217,76380.22595262888
2218,111107.4792851932
2219,95699.62289461121
2220,96127.00031113013
2221,248930.40424192755
2222,235562.33690113365
2223,265811.4472426323
2224,210720.5192297102
2225,150180.8446894026
2226,218228.8757790702
2227,200840.67249739854
2228,237412.77893082798
2229,217663.43402502703
2230,151451.39700745844
2231,196110.1552802574
2232,196395.3573847952
2233,182028.99544924617
2234,220828.65387258018
2235,218630.7341399689
2236,251816.1788013071
2237,282251.3564417196
2238,196929.70173768984
2239,137387.27299748536
2240,165952.61213797476
2241,162675.34634873772
2242,138918.4034100219
2243,144939.6540344718
2244,103456.75371958698
2245,99382.30816260871
2246,158187.19636583864
2247,109815.65888988858
2248,116704.25664011527
2249,119683.67899136127
2250,132004.32512109692
2251,180034.64954127293
2252,203369.2988275293
2253,146287.46805973776
2254,174522.93379489862
2255,198994.36164422537
2256,179730.3084856719
2257,220750.06849249633
2258,170266.9793778074
2259,184882.75486451454
2260,162621.3052328315
2261,175998.06776425248
2262,196681.8779904014
2263,281819.10194512503
2264,336682.4367635787
2265,192697.52214989488
2266,240334.60567961395
2267,298289.7126071162
2268,280268.705666251
2269,174435.67989896846
2270,179438.88411230798
2271,238209.37889346844
2272,211235.8230892199
2273,167223.3818624758
2274,183386.45020884657
2275,179218.2512256887
2276,175318.012148821
2277,208027.88152127425
2278,166524.37502590884
2279,120807.45275919183
2280,124480.34817396835
2281,178831.3080361498
2282,187327.84451594992
2283,106707.84791228778
2284,119991.40994650684
2285,148164.93571186208
2286,131735.96435359906
2287,267728.50103749044
2288,243680.24167550143
2289,294053.7539968678
2290,318138.3926271086
2291,274692.79410921596
2292,291656.4900050177
2293,333018.8301754253
2294,309204.78915744205
2295,315038.1890384789
2296,262293.41466595
2297,248466.83079036555
2298,253715.861096687
2299,314562.09216791415
2300,279503.35157595575
2301,231329.44135568658
2302,229475.3809370311
2303,235708.45799638412
2304,231862.7195300743
2305,184096.1077135813
2306,185023.285665137
2307,190126.6744914117
2308,214356.7234257252
2309,238539.9912976704
2310,197569.84195545237
2311,197556.7457014723
2312,174370.23707943747
2313,174844.82000756077
2314,165263.0154695055
2315,170561.93172136392
2316,187046.0202592673
2317,187219.8250507568
2318,170366.85143993588
2319,170478.65507137842
2320,176464.30868926566
2321,226298.0497949751
2322,168932.11500142922
2323,168461.19267591505
2324,156434.65881891607
2325,214697.98956686052
2326,156593.37548930018
2327,212690.87380252744
2328,219956.25860499617
2329,193308.50318615066
2330,186276.1659709831
2331,302359.82761691394
2332,315586.60901218595
2333,288251.6177086845
2334,255097.03115876025
2335,247526.90805806883
2336,286318.1253476415
2337,195890.17594571167
2338,238177.97115487102
2339,220258.7896466254
2340,285195.5819885958
2341,214362.74185315723
2342,225771.8348813125
2343,216536.4284019949
2344,225003.64911273704
2345,231727.38444527876
2346,198877.62151546456
2347,191412.2851167367
2348,213246.17809551427
2349,166905.8094281781
2350,235963.30994010446
2351,230843.40167233118
2352,233065.96164888598
2353,238480.9345480064
2354,138087.2920349455
2355,158715.88310605916
2356,156115.12189707963
2357,202507.1495831047
2358,204249.8314706729
2359,129587.46236037297
2360,117614.82171465864
2361,142469.85413132785
2362,272589.0904632
2363,145186.2893934477
2364,152768.38084504078
2365,202741.7459745715
2366,172779.9582861237
2367,215344.87270841672
2368,197559.13569094703
2369,215982.59162180507
2370,169068.4733369773
2371,171400.8444833688
2372,179529.04088429266
2373,241359.4547156804
2374,266038.1843444456
2375,223351.28555267863
2376,287217.69985649025
2377,316546.84146464197
2378,137154.39453576005
2379,232996.35043791388
2380,143958.7166914604
2381,176081.96425311515
2382,197235.47281435033
2383,217375.80115635003
2384,239855.45770719356
2385,154542.308903192
2386,144850.95756872313
2387,137438.59218895607
2388,102705.99397677324
2389,130395.6382209277
2390,142785.6696520049
2391,133840.19023054693
2392,114172.58999332965
2393,166149.72445244878
2394,145289.8630743027
2395,215639.35699705954
2396,163598.61949779154
2397,223647.82486545018
2398,120644.87577639442
2399,85600.86991711918
2400,74802.71169182085
2401,108471.2470306572
2402,146338.75664535112
2403,172115.08126780338
2404,148895.44822794886
2405,167851.4135302719
2406,132820.16476305097
2407,133830.5288140134
2408,139870.93136494406
2409,145023.23377786076
2410,196309.94565125578
2411,124037.05402039627
2412,176933.00973602702
2413,153734.06783576874
2414,137983.00981000898
2415,170690.1601862904
2416,129316.03667630597
2417,134907.7751156413
2418,122495.51479836385
2419,161850.898368034
2420,126361.0359413871
2421,176973.91441614556
2422,124708.3378361896
2423,156412.0793745152
2424,185275.65098817137
2425,243724.92453166962
2426,153077.55776622915
2427,153071.59049282008
2428,177416.2969265364
2429,118607.62947988832
2430,130807.68661425536
2431,135416.89279252646
2432,139667.7149662216
2433,152769.859728903
2434,160279.89409458113
2435,175815.3157929584
2436,87392.80129773269
2437,112723.52194418114
2438,123920.87310176688
2439,115014.01314282899
2440,137048.1302387942
2441,125494.93829386529
2442,114410.21391165846
2443,120988.11977351524
2444,128606.59703042792
2445,107823.33979169402
2446,174985.76338235222
2447,199036.85192578906
2448,161961.25942285795
2449,121784.29120238456
2450,177558.25062020842
2451,136336.34375276722
2452,233732.089326854
2453,88151.52541083269
2454,121540.04774178594
2455,117567.54878770513
2456,158291.53912599923
2457,129324.5405182866
2458,121684.84649708222
2459,111661.48582404219
2460,153982.9141541099
2461,129559.62354046403
2462,152463.30555237475
2463,133211.44850509195
2464,203304.8567849529
2465,142750.67197695764
2466,131861.06271103828
2467,158111.9244608928
2468,110965.63612355693
2469,124739.98080179472
2470,212955.72195819076
2471,216170.63420290517
2472,213235.76267317354
2473,136608.96548081245
2474,137749.91793491042
2475,240765.53461747555
2476,128782.55524302692
2477,135489.01896320103
2478,184886.0386500608
2479,131867.77689095575
2480,134101.4971965556
2481,135867.23713094374
2482,124772.17306277841
2483,117612.25494775138
2484,122687.03857571023
2485,121491.1318312554
2486,170797.0413750169
2487,227355.59431856437
2488,153378.30358217141
2489,158428.58849250543
2490,158907.38402823696
2491,88642.5120567119
2492,188543.18110064408
2493,137736.1546732748
2494,189829.85138521183
2495,120680.65983916345
2496,249128.90469535065
2497,172124.61636823657
2498,113948.71351988395
2499,86589.53877888032
2500,134765.26900977912
2501,160491.0909882809
2502,170602.70447867012
2503,134701.64563009574
2504,206897.0335422578
2505,214668.51061033268
2506,234690.47012973463
2507,276277.5553694188
2508,234727.68057889552
2509,216197.27019641927
2510,216465.29697319437
2511,182227.02896048475
2512,207713.1052827228
2513,215277.20211253598
2514,214122.0918646903
2515,149336.3201940417
2516,150450.01490236557
2517,134776.1357592097
2518,152331.4324081734
2519,220229.91158058448
2520,206165.61671859733
2521,194209.82456736045
2522,219068.24849721283
2523,126792.98271788203
2524,139994.78803287982
2525,143166.3498964466
2526,142479.15805842332
2527,121194.79331248092
2528,121671.87572805845
2529,125276.55570842068
2530,103194.7108286166
2531,238845.92053239312
2532,225857.21940999027
2533,198011.63155246316
2534,230505.07197457534
2535,282425.390264569
2536,227173.00261941343
2537,209266.29580571907
2538,177347.7279311853
2539,181162.7149903089
2540,179583.98481356373
2541,176804.32474247663
2542,167402.3023800529
2543,131098.62031644312
2544,141726.58738685265
2545,150687.46735745372
2546,152586.3776533611
2547,138311.8527012713
2548,169628.91568464035
2549,162256.2066640189
2550,507312.38239277306
2551,130200.46589333109
2552,122581.00560036622
2553,92645.3904656466
2554,141927.49744024093
2555,107171.80016416688
2556,104097.61225397198
2557,118636.99837449625
2558,232043.30043413918
2559,166438.37070241285
2560,135295.6987760919
2561,132985.05699141233
2562,144501.9836489677
2563,152431.33335123915
2564,183723.2583026573
2565,114250.70369649521
2566,178645.05785820127
2567,143114.7552768733
2568,210237.97749693322
2569,206606.35934095975
2570,115159.80085051953
2571,205806.8347385927
2572,162739.2619361107
2573,235838.8504559559
2574,248953.49745093714
2575,132105.3483869838
2576,155740.86896660773
2577,186703.3770210655
2578,100309.32263331646
2579,79391.66221628527
2580,175116.67540461317
2581,143163.26644839946
2582,123709.75607387027
2583,242462.42312301105
2584,166040.42532079766
2585,189665.77001768144
2586,207857.56337071783
2587,211859.75813175298
2588,141470.39328996913
2589,144401.13536573533
2590,217018.51783761184
2591,222322.0721250674
2592,227646.9873200084
2593,230734.77958633198
2594,178006.10327642335
2595,192427.97286212005
2596,274335.78658091987
2597,192513.44770126266
2598,264302.75520358013
2599,257357.19008849692
2600,174999.11812350884
2601,127410.78015351023
2602,102507.33666054644
2603,102126.82850311973
2604,104846.03048377013
2605,102009.90708336615
2606,141605.875899765
2607,185287.9393429302
2608,218826.5623772911
2609,166162.03723059554
2610,113726.01637619003
2611,197332.77757785606
2612,161268.65626656343
2613,120258.2903726231
2614,123587.796914156
2615,162816.2196674091
2616,142335.8818958545
2617,212109.15233925768
2618,210680.01994285613
2619,238473.9829742196
2620,183746.26606362217
2621,187424.8358618175
2622,193336.85970968302
2623,235630.80013973272
2624,263861.0990284263
2625,303176.74092215544
2626,165550.8543321576
2627,172706.59255937324
2628,309181.206378771
2629,337100.35520287836
2630,273500.0709324361
2631,318705.603962085
2632,302293.3636278694
2633,253555.57118598913
2634,286849.03406914254
2635,150404.10766440746
2636,204776.26289415374
2637,158236.3347190576
2638,249660.35896972963
2639,193823.38748279653
2640,155053.36134138616
2641,111407.04640795608
2642,196401.2481459129
2643,106989.67760884092
2644,140964.93764767284
2645,103884.21318785704
2646,97106.79989078178
2647,107337.60911026702
2648,140884.23574329953
2649,155456.29035750296
2650,146182.68685474375
2651,158479.55343758437
2652,310975.4697220365
2653,231161.63475392334
2654,238644.21230805953
2655,277283.4615695622
2656,258754.46334034053
2657,271583.66196754127
2658,256777.11643213462
2659,261381.74189414107
2660,282473.6660713569
2661,265670.0020032906
2662,267246.610464066
2663,253562.69021783388
2664,232768.21481121643
2665,252438.393864224
2666,242384.08999991565
2667,167208.0750882522
2668,175269.38656433992
2669,181288.8320974086
2670,259175.317312525
2671,175840.52396679137
2672,183175.99153273608
2673,203006.90174604015
2674,204847.97788504613
2675,161338.23107241484
2676,187031.1568438217
2677,210233.8630690011
2678,249975.51127536813
2679,242591.65273780722
2680,255881.82317259637
2681,311506.3188129186
2682,291293.6800176981
2683,349148.82853255246
2684,276283.5389572527
2685,294905.3685232153
2686,237271.84931592728
2687,257243.67714344524
2688,217561.9039939805
2689,192594.06215515584
2690,322397.3905591868
2691,188891.3297344779
2692,145421.85192763378
2693,194628.55535494257
2694,143138.80886120634
2695,192869.60886423223
2696,183858.44065720023
2697,199115.76993049862
2698,199934.56327457973
2699,189460.3750061837
2700,168091.0802885471
2701,145547.18269289506
2702,124138.10553083142
2703,137709.08333163126
2704,144818.7949440626
2705,131019.65366537166
2706,117981.56082296127
2707,123339.60560442116
2708,141384.90427095589
2709,121520.71916658733
2710,126031.32194498308
2711,290463.11862691294
2712,302932.27561190585
2713,165723.1806805787
2714,139336.6208434085
2715,172010.5267110344
2716,141427.17260164
2717,176347.1854792384
2718,222110.86648118263
2719,165417.16375868118
2720,180642.93776478973
2721,146064.4238746735
2722,185626.5688142415
2723,141726.60771221586
2724,123903.78814018195
2725,143276.8563040613
2726,155901.4760548527
2727,182967.09528797798
2728,177062.36491293274
2729,160723.00493163048
2730,161825.97639126523
2731,114456.97258462443
2732,125273.12697211422
2733,178776.6990031658
2734,179012.7212145764
2735,150123.29042614417
